Sales_Volume,Product_Cost,Revenue,Total_Costs,Profit
194.82,21.40,9741.25,9169.69,571.55
162.81,18.17,8140.35,7958.92,181.43
243.52,20.29,12176.06,9940.36,2235.70
204.18,18.37,10208.87,8751.50,1457.36
244.24,21.64,12211.77,10286.28,1925.48
275.51,20.28,13775.63,10587.65,3187.97
432.46,17.75,21623.10,12676.61,8946.49
323.45,20.16,16172.50,11521.48,4651.02
385.10,18.30,19254.98,12047.77,7207.21
347.78,20.30,17388.84,12060.72,5328.13
194.87,18.28,9743.48,8562.58,1180.91
354.65,20.05,17732.54,12112.51,5620.03
248.35,21.50,12417.53,10339.77,2077.76
330.08,19.89,16504.21,11566.66,4937.55
265.16,19.22,13257.87,10095.85,3162.02
486.35,20.41,24317.69,14924.80,9392.89
245.20,21.39,12260.19,10245.98,2014.21
249.43,17.79,12471.69,9436.34,3035.35
425.53,20.52,21276.35,13732.37,7543.98
144.40,22.64,7220.11,8268.55,-1048.45
344.23,21.15,17211.41,12279.50,4931.91
351.76,20.12,17588.20,12075.91,5512.29
385.59,21.28,19279.49,13205.15,6074.34
454.78,20.90,22739.00,14507.17,8231.83
455.82,21.51,22791.01,14803.42,7987.60
172.26,15.95,8613.22,7747.98,865.23
380.61,16.89,19030.73,11429.76,7600.98
331.79,22.01,16589.41,12302.55,4286.87
332.03,16.99,16601.69,10641.07,5960.62
201.33,20.80,10066.56,9188.31,878.25
332.71,19.30,16635.64,11419.99,5215.65
462.56,18.01,23128.24,13329.69,9798.55
416.01,20.70,20800.44,13611.09,7189.35
287.43,20.40,14371.56,10864.19,3507.37
156.53,24.22,7826.59,8791.31,-964.72
270.25,18.75,13512.27,10067.20,3445.07
382.15,22.88,19107.47,13743.66,5363.81
345.47,20.70,17273.41,12152.87,5120.54
291.70,18.68,14584.82,10448.29,4136.53
166.39,21.60,8319.68,8593.85,-274.17
284.80,21.13,14240.07,11018.28,3221.80
293.71,20.07,14685.30,10895.17,3790.12
424.40,20.53,21219.93,13714.00,7505.93
330.55,18.81,16527.53,11216.34,5311.19
257.90,18.35,12894.97,9732.05,3162.92
305.13,21.52,15256.47,11566.04,3690.43
172.69,19.55,8634.70,8376.53,258.17
453.15,19.84,22657.70,13990.50,8667.20
269.72,20.56,13485.99,10545.34,2940.65
295.52,20.53,14776.17,11067.27,3708.90
268.59,17.14,13429.52,9604.00,3825.52
340.63,22.57,17031.46,12688.85,4342.61
335.62,20.24,16780.90,11793.70,4987.20
349.09,19.59,17454.44,11840.29,5614.15
246.46,20.86,12323.16,10141.64,2181.52
258.91,20.47,12945.67,10300.76,2644.92
200.10,21.53,10005.02,9308.99,696.03
333.99,21.08,16699.52,12039.17,4660.35
156.42,21.44,7821.25,8353.08,-531.83
320.60,22.70,16029.85,12278.19,3751.66
397.90,21.77,19895.02,13661.20,6233.82
406.55,19.68,20327.36,13000.45,7326.91
289.53,17.75,14476.68,10140.44,4336.25
291.69,23.34,14584.40,11806.71,2777.69
178.47,19.52,8923.50,8484.55,438.95
337.71,19.05,16885.38,11434.61,5450.77
380.42,16.53,19021.03,11287.04,7733.99
239.90,20.68,11995.07,9960.43,2034.64
283.59,20.30,14179.33,10756.18,3423.16
386.45,16.97,19322.67,11558.02,7764.64
400.85,20.91,20042.59,13380.43,6662.16
239.48,19.00,11973.95,9550.97,2422.98
310.38,25.00,15519.18,12759.59,2759.59
224.09,18.86,11204.73,9226.71,1978.02
190.28,19.13,9513.95,8639.96,873.99
415.68,18.25,20783.85,12586.29,8197.56
380.17,22.56,19008.46,13575.00,5433.46
361.45,19.25,18072.30,11959.44,6112.86
162.46,18.55,8123.02,8013.67,109.35
388.19,21.41,19409.45,13312.64,6096.81
287.20,17.24,14359.96,9951.11,4408.85
265.50,21.25,13275.21,10642.02,2633.18
309.52,23.56,15476.10,12293.20,3182.89
185.49,21.13,9274.42,8919.97,354.45
360.47,21.28,18023.56,12669.31,5354.25
317.23,21.74,15861.46,11896.60,3964.86
222.18,23.42,11108.85,10203.25,905.59
222.71,22.42,11135.67,9993.19,1142.48
221.41,20.88,11070.40,9622.85,1447.55
167.53,21.81,8376.46,8653.44,-276.98
318.41,18.23,15920.34,10803.96,5116.38
386.99,21.55,19349.30,13340.55,6008.75
137.41,17.99,6870.73,7471.94,-601.20
162.61,19.27,8130.64,8132.89,-2.25
315.13,15.00,15756.30,9726.89,6029.41
379.83,20.80,18991.60,12901.59,6090.01
261.68,18.71,13083.80,9896.55,3187.25
267.24,22.22,13361.99,10938.68,2423.31
320.30,20.78,16014.97,11655.95,4359.03
248.11,22.25,12405.58,10520.03,1885.54
146.14,17.83,7306.88,7606.04,-299.17
354.46,22.08,17723.03,12825.35,4897.68
326.95,24.21,16347.25,12915.90,3431.35
316.86,21.53,15843.10,11821.51,4021.60
356.25,21.58,17812.29,12688.03,5124.26
338.81,20.34,16940.61,11891.17,5049.44
228.34,18.95,11416.88,9327.15,2089.73
267.92,21.52,13396.20,10766.36,2629.84
200.44,16.99,10022.15,8405.09,1617.06
201.92,19.16,10096.21,8869.78,1226.44
339.05,16.46,16952.59,10580.08,6372.51
393.64,18.59,19682.11,12318.87,7363.24
445.40,21.28,22269.89,14479.89,7790.00
327.57,21.01,16378.48,11882.50,4495.99
221.36,20.10,11067.97,9449.73,1618.24
191.93,20.34,9596.75,8904.11,692.64
377.64,16.23,18882.01,11128.45,7753.56
316.43,19.25,15821.29,11092.74,4728.55
325.25,18.64,16262.55,11061.80,5200.75
367.78,18.68,18388.83,11870.76,6518.07
345.93,21.20,17296.46,12333.41,4963.05
384.92,18.28,19246.01,12035.95,7210.06
167.06,18.79,8353.03,8139.17,213.85
357.88,15.83,17893.96,10663.75,7230.21
390.77,19.41,19538.37,12585.48,6952.89
251.30,17.82,12564.85,9479.20,3085.65
330.40,20.16,16519.99,11660.33,4859.66
258.53,18.10,12926.69,9678.89,3247.80
442.01,20.21,22100.73,13932.71,8168.02
151.71,19.71,7585.48,7990.29,-404.81
316.65,23.34,15832.59,12391.95,3440.64
215.41,20.99,10770.68,9522.49,1248.19
348.27,16.32,17413.44,10684.00,6729.44
218.62,17.47,10931.11,8819.38,2111.73
237.22,20.11,11861.24,9770.69,2090.55
298.87,18.14,14943.55,10421.61,4521.94
417.46,15.00,20872.89,11261.87,9611.03
230.14,22.70,11507.14,10224.03,1283.11
207.42,21.44,10371.03,9447.19,923.84
361.14,21.04,18057.04,12599.11,5457.93
300.12,18.79,15006.20,10637.93,4368.26
415.99,20.86,20799.65,13675.68,7123.97
208.30,18.59,10415.06,8872.59,1542.48
331.70,20.41,16584.87,11769.85,4815.02
236.49,18.16,11824.65,9294.44,2530.21
211.99,23.03,10599.29,9882.58,716.71
340.86,16.86,17042.98,10746.73,6296.25
319.71,22.46,15985.40,12182.10,3803.30
359.95,20.08,17997.54,12227.03,5770.51
257.34,19.02,12867.18,9894.95,2972.23
289.31,20.33,14465.43,10882.80,3582.63
280.10,21.47,14005.24,11012.92,2992.32
464.32,22.73,23216.15,15555.69,7660.47
252.90,20.63,12645.25,10216.49,2428.76
253.58,18.22,12678.77,9619.79,3058.98
268.42,20.11,13420.79,10398.18,3022.61
313.37,23.63,15668.27,12405.95,3262.32
242.08,22.70,12103.84,10494.02,1609.82
417.68,21.82,20883.93,14112.72,6771.22
245.79,21.59,12289.52,10306.95,1982.57
408.71,21.40,20435.26,13745.84,6689.42
190.98,22.32,9549.18,9262.28,286.90
334.24,19.09,16712.21,11379.63,5332.58
413.74,17.29,20686.89,12153.46,8533.44
216.19,20.14,10809.47,9353.62,1455.84
449.66,18.36,22483.14,13257.98,9225.15
290.34,17.89,14517.18,10194.23,4322.94
434.10,18.56,21705.01,13056.66,8648.35
339.21,24.97,16960.35,13470.21,3490.14
255.33,20.27,12766.43,10176.08,2590.34
222.74,20.72,11136.82,9615.95,1520.87
255.88,17.56,12794.04,9492.06,3301.98
186.26,16.31,9313.18,8038.42,1274.75
207.28,18.36,10364.10,8806.09,1558.01
191.50,22.88,9575.16,9380.90,194.26
283.94,20.67,14197.21,10868.72,3328.50
372.12,21.20,18605.91,12887.86,5718.05
206.35,21.48,10317.59,9431.84,885.74
202.11,18.82,10105.30,8803.09,1302.21
331.10,22.78,16555.23,12541.21,4014.01
225.60,18.73,11279.86,9226.42,2053.43
188.37,22.81,9418.37,9297.13,121.25
215.53,20.88,10776.65,9501.32,1275.33
421.89,16.42,21094.40,11928.21,9166.19
380.49,18.50,19024.57,12040.61,6983.97
268.30,16.43,13415.04,9408.22,4006.83
334.07,22.33,16703.26,12458.53,4244.73
307.60,19.95,15379.98,11136.77,4243.20
339.28,15.54,16964.13,10273.58,6690.56
340.67,20.75,17033.46,12069.39,4964.06
327.66,18.93,16382.97,11201.17,5181.80
245.90,17.03,12295.22,9188.34,3106.88
155.86,23.36,7793.08,8640.29,-847.21
290.91,20.21,14545.33,10880.55,3664.78
406.61,19.41,20330.39,12893.53,7436.86
314.42,19.20,15720.96,11037.21,4683.75
384.20,16.97,19210.20,11521.26,7688.94
474.11,17.39,23705.73,13245.28,10460.45
214.41,22.57,10720.42,9839.16,881.26
342.97,19.05,17148.60,11534.38,5614.22
338.58,20.04,16928.98,11786.54,5142.45
459.96,15.91,22997.77,12318.51,10679.27
466.06,17.36,23302.99,13092.58,10210.41
341.68,21.22,17083.92,12250.29,4833.63
239.60,20.76,11980.18,9973.08,2007.11
373.05,23.51,18652.65,13769.26,4883.39
192.53,22.69,9626.64,9367.78,258.86
367.55,19.54,18377.30,12181.33,6195.97
415.24,20.95,20761.98,13697.57,7064.41
275.00,19.37,13750.24,10325.96,3424.28
328.10,24.11,16405.06,12910.40,3494.67
285.50,22.30,14275.16,11366.16,2909.00
287.14,20.34,14356.98,10840.24,3516.74
257.57,20.40,12878.72,10254.72,2624.00
362.05,22.89,18102.60,13287.26,4815.34
428.54,21.16,21427.23,14067.64,7359.59
431.15,23.12,21557.64,14967.07,6590.57
218.25,15.61,10912.38,8407.44,2504.95
399.90,20.92,19994.88,13366.84,6628.04
355.07,18.97,17753.37,11735.32,6018.05
242.22,23.51,12111.08,10695.30,1415.78
173.37,23.09,8668.37,9003.54,-335.17
246.42,20.07,12321.16,9944.65,2376.52
416.19,23.07,20809.73,14602.14,6207.60
328.69,23.57,16434.71,12746.08,3688.62
350.62,20.15,17530.79,12064.49,5466.30
243.43,24.94,12171.50,11072.09,1099.42
350.17,19.94,17508.51,11981.46,5527.06
147.43,19.57,7371.56,7885.37,-513.81
273.28,21.73,13663.96,10938.84,2725.13
327.20,19.29,16360.02,11312.49,5047.53
208.11,20.17,10405.49,9197.72,1207.77
381.01,22.82,19050.27,13694.11,5356.16
237.12,20.04,11856.11,9751.56,2104.55
333.21,16.61,16660.71,10534.68,6126.03
280.04,20.73,14002.19,10806.61,3195.58
320.23,18.61,16011.60,10958.69,5052.91
192.71,21.73,9635.74,9187.80,447.94
136.78,21.39,6839.17,7926.12,-1086.95
414.94,22.94,20747.11,14519.93,6227.17
246.87,21.82,12343.43,10385.46,1957.98
379.89,22.18,18994.62,13426.20,5568.42
492.79,18.66,24639.53,14196.36,10443.17
230.06,21.61,11502.79,9971.04,1531.75
245.65,23.94,12282.45,10880.08,1402.38
335.77,18.62,16788.54,11252.96,5535.58
447.43,23.60,22371.26,15559.00,6812.26
417.93,18.90,20896.69,12899.49,7997.20
300.58,18.30,15028.80,10499.35,4529.44
371.97,20.59,18598.60,12659.80,5938.80
204.21,21.43,10210.49,9376.59,833.90
457.52,21.82,22875.77,14984.59,7891.18
446.60,18.08,22329.92,13072.92,9256.99
214.45,20.87,10722.39,9475.33,1247.06
254.77,18.63,12738.52,9746.09,2992.43
189.51,17.02,9475.60,8225.90,1249.70
247.44,18.14,12371.81,9489.12,2882.69
378.66,18.50,18932.97,12004.52,6928.45
273.97,21.04,13698.46,10765.18,2933.27
184.09,22.30,9204.69,9106.11,98.58
265.46,17.05,13273.16,9527.10,3746.06
461.41,20.70,23070.41,14552.96,8517.45
327.88,17.65,16394.00,10785.97,5608.03
282.46,21.26,14123.17,11004.65,3118.51
215.43,18.75,10771.28,9040.21,1731.07
466.75,17.90,23337.28,13353.51,9983.77
380.28,21.60,19014.17,13213.86,5800.30
250.06,18.83,12503.03,9707.68,2795.35
174.87,19.37,8743.49,8386.89,356.60
167.31,15.56,8365.28,7603.28,762.00
198.13,21.89,9906.69,9337.76,568.93
316.86,21.64,15843.24,11857.53,3985.71
424.51,20.01,21225.44,13494.81,7730.63
299.35,16.94,14967.38,10072.40,4894.98
387.91,22.42,19395.46,13696.43,5699.02
288.87,18.67,14443.37,10392.43,4050.95
347.31,19.09,17365.65,11631.35,5734.30
353.54,24.62,17677.06,13705.63,3971.43
217.97,18.59,10898.54,9052.67,1845.87
269.99,21.48,13499.60,10800.62,2698.98
329.66,21.12,16482.98,11963.79,4519.19
175.20,20.78,8760.23,8640.81,119.42
270.07,20.56,13503.41,10553.68,2949.73
307.09,20.75,15354.27,11372.87,3981.40
482.62,20.54,24131.03,14914.90,9216.13
294.84,19.90,14742.01,10866.19,3875.82
378.69,23.02,18934.64,13718.48,5216.16
285.92,17.37,14295.88,9967.73,4328.16
372.37,22.04,18618.63,13208.18,5410.45
320.09,21.64,16004.61,11928.29,4076.32
404.75,21.40,20237.55,13660.38,6577.18
281.32,22.23,14065.79,11254.76,2811.02
322.08,19.81,16103.98,11381.94,4722.04
327.96,16.26,16397.89,10333.27,6064.62
282.73,19.86,14136.55,10613.74,3522.81
207.45,18.02,10372.37,8737.71,1634.67
186.51,18.54,9325.72,8457.28,868.44
136.52,17.52,6826.01,7391.17,-565.16
399.42,19.05,19970.77,12606.99,7363.78
237.54,18.81,11877.13,9467.41,2409.73
230.08,15.24,11503.95,8507.52,2996.43
354.68,21.40,17734.13,12590.36,5143.76
260.00,24.44,13000.20,11354.67,1645.54
301.21,21.21,15060.63,11389.46,3671.17
214.02,19.59,10701.07,9193.57,1507.50
443.25,19.89,22162.60,13816.51,8346.09
391.03,19.16,19551.72,12491.45,7060.27
395.61,20.18,19780.61,12983.49,6797.12
280.39,19.93,14019.69,10587.12,3432.57
362.12,18.32,18105.96,11633.27,6472.70
207.29,23.37,10364.25,9843.38,520.88
126.26,17.03,6312.94,7149.64,-836.71
139.97,21.44,6998.65,8000.55,-1001.91
318.14,19.80,15907.16,11298.48,4608.69
290.87,23.80,14543.53,11923.20,2620.33
303.64,20.68,15181.81,11279.72,3902.09
124.43,19.28,6221.73,7399.12,-1177.39
283.89,19.50,14194.42,10537.12,3657.29
349.82,20.08,17490.91,12024.29,5466.63
288.19,17.71,14409.50,10105.12,4304.38
353.64,18.47,17681.79,11530.33,6151.46
236.53,16.43,11826.70,8886.28,2940.42
377.74,18.15,18886.77,11857.43,7029.34
318.55,20.19,15927.31,11430.75,4496.56
229.85,20.60,11492.50,9734.99,1757.51
237.61,16.04,11880.70,8811.65,3069.06
327.50,19.73,16374.81,11460.05,4914.76
383.36,21.13,19168.01,13099.18,6068.83
282.35,19.67,14117.32,10554.93,3562.39
243.75,18.73,12187.50,9566.03,2621.47
396.85,19.18,19842.71,12609.95,7232.76
337.34,18.92,16866.96,11381.94,5485.02
289.33,18.73,14466.63,10418.20,4048.43
297.57,20.35,14878.26,11054.75,3823.51
227.83,24.62,11391.50,10608.12,783.38
327.21,18.51,16360.59,11057.54,5303.05
269.41,19.36,13470.45,10216.76,3253.69
481.33,19.90,24066.75,14576.93,9489.82
296.00,18.63,14799.83,10513.02,4286.81
297.16,22.20,14857.85,11595.83,3262.01
313.64,15.26,15681.76,9785.52,5896.24
418.39,18.94,20919.71,12923.50,7996.21
373.77,21.64,18688.39,13087.08,5601.32
289.97,19.41,14498.74,10628.94,3869.80
349.99,18.36,17499.32,11425.16,6074.16
318.06,20.88,15903.14,11641.63,4261.51
298.47,21.81,14923.38,11510.38,3413.00
224.04,20.42,11201.87,9575.13,1626.74
292.65,18.40,14632.61,10384.09,4248.53
240.23,20.91,12011.68,10023.86,1987.82
417.46,19.20,20873.07,13013.55,7859.52
263.81,21.49,13190.32,10669.30,2521.02
438.20,22.97,21910.15,15064.00,6846.15
306.72,15.00,15336.20,9600.86,5735.34
328.31,20.22,16415.65,11639.19,4776.46
308.78,16.53,15439.04,10103.69,5335.35
201.74,24.88,10086.86,10019.94,66.92
273.39,19.06,13669.73,10211.93,3457.80
189.06,21.49,9453.00,9063.42,389.58
326.32,19.93,16316.15,11503.41,4812.74
289.08,18.39,14453.83,10317.22,4136.60
366.73,18.16,18336.44,11658.29,6678.15
232.81,23.17,11640.34,10394.45,1245.89
214.74,21.91,10737.00,9705.36,1031.65
280.30,23.89,14014.79,11695.47,2319.32
423.36,20.11,21168.17,13514.22,7653.95
347.80,20.58,17389.77,12156.18,5233.59
283.07,19.47,14153.40,10510.09,3643.31
303.48,19.43,15174.24,10895.45,4278.79
182.08,17.92,9103.97,8262.18,841.80
464.87,20.17,23243.63,14375.56,8868.07
336.64,18.42,16831.86,11201.36,5630.49
251.10,20.88,12555.18,10244.00,2311.18
317.97,20.34,15898.44,11467.49,4430.95
193.59,20.58,9679.37,8983.13,696.24
447.72,23.35,22386.06,15454.41,6931.66
218.25,19.92,10912.44,9348.51,1563.93
332.20,21.51,16609.89,12146.72,4463.17
240.13,24.10,12006.49,10787.85,1218.64
349.68,22.61,17484.17,12907.47,4576.70
366.38,22.31,18319.00,13172.60,5146.40
338.36,19.39,16918.17,11559.72,5358.44
324.39,20.46,16219.33,11636.72,4582.61
407.25,17.36,20362.52,12071.27,8291.25
179.31,21.00,8965.52,8765.13,200.39
262.71,20.55,13135.29,10398.32,2736.97
240.94,20.05,12046.81,9829.99,2216.82
469.03,22.05,23451.71,15344.26,8107.45
276.50,17.58,13824.85,9862.05,3962.80
353.74,23.27,17687.17,13231.51,4455.66
341.19,21.80,17059.28,12439.05,4620.23
230.26,19.86,11512.78,9572.58,1940.19
238.27,19.70,11913.72,9694.61,2219.11
250.01,20.96,12500.46,10240.50,2259.96
281.36,23.04,14067.83,11482.93,2584.89
236.92,20.20,11845.80,9786.47,2059.34
139.65,20.29,6982.50,7833.23,-850.73
401.77,20.04,20088.65,13050.02,7038.63
447.55,23.56,22377.40,15546.04,6831.36
265.30,19.26,13265.23,10110.36,3154.87
264.56,19.94,13228.08,10275.62,2952.46
123.82,22.93,6190.95,7838.78,-1647.83
340.06,20.29,17003.13,11901.24,5101.89
381.83,22.27,19091.36,13504.86,5586.50
208.30,18.18,10414.95,8786.34,1628.61
213.02,19.59,10650.95,9172.92,1478.03
370.41,22.97,18520.54,13507.92,5012.63
324.80,18.65,16239.76,11056.56,5183.20
159.91,19.70,7995.35,8149.75,-154.40
326.23,20.51,16311.47,11692.06,4619.40
257.21,18.02,12860.25,9635.27,3224.98
271.75,19.17,13587.49,10210.09,3377.40
364.27,20.23,18213.71,12367.55,5846.17
377.02,20.09,18850.78,12575.51,6275.27
278.97,22.56,13948.26,11293.65,2654.61
434.98,23.08,21748.94,15040.58,6708.36
280.32,18.29,14016.24,10126.53,3889.71
364.90,20.22,18244.80,12379.12,5865.67
296.75,21.35,14837.45,11335.15,3502.31
409.46,23.03,20473.02,14430.98,6042.04
414.10,21.44,20704.92,13877.02,6827.90
183.63,20.58,9181.31,8779.36,401.95
428.72,21.33,21436.11,14145.97,7290.14
381.86,21.35,19092.97,13151.76,5941.21
370.79,18.14,18539.52,11727.83,6811.68
226.78,20.39,11338.95,9623.02,1715.92
375.14,22.92,18756.91,13597.54,5159.37
390.50,19.59,19525.20,12648.13,6877.07
252.09,20.26,12604.61,10107.11,2497.50
438.20,19.51,21910.02,13551.47,8358.55
163.16,15.37,8157.85,7508.10,649.76
209.51,20.04,10475.57,9198.86,1276.71
307.66,20.60,15383.15,11338.96,4044.19
315.78,18.98,15789.06,10991.95,4797.10
331.51,17.69,16575.63,10864.70,5710.93
136.84,18.24,6842.23,7495.88,-653.65
443.69,21.53,22184.57,14551.96,7632.62
159.72,23.95,7986.24,8824.62,-838.38
206.98,22.76,10349.06,9711.90,637.16
133.48,17.31,6674.19,7310.78,-636.59
313.85,21.71,15692.57,11813.48,3879.09
426.39,18.67,21319.43,12962.24,8357.19
336.52,18.84,16826.23,11338.60,5487.63
380.89,19.08,19044.46,12265.86,6778.60
132.60,21.41,6629.80,7839.16,-1209.36
308.59,21.92,15429.37,11763.78,3665.60
291.74,19.80,14587.11,10777.64,3809.46
299.79,19.84,14989.67,10947.26,4042.41
176.01,20.93,8800.35,8683.57,116.78
341.11,21.14,17055.64,12209.75,4845.88
300.65,22.35,15032.26,11720.16,3312.10
362.93,17.43,18146.52,11326.33,6820.19
297.04,20.04,14851.81,10952.62,3899.19
209.32,17.86,10465.92,8739.26,1726.67
332.25,19.90,16612.59,11611.19,5001.41
217.43,19.55,10871.74,9250.34,1621.40
398.96,19.91,19948.16,12941.96,7006.20
324.07,18.40,16203.59,10963.09,5240.50
212.14,17.03,10607.21,8611.84,1995.36
445.11,15.81,22255.48,12037.68,10217.80
303.71,19.74,15185.37,10994.47,4190.90
176.37,19.14,8818.34,8375.31,443.03
327.22,18.65,16360.94,11102.02,5258.92
242.32,22.65,12116.16,10487.43,1628.73
374.68,18.28,18734.12,11849.61,6884.50
379.28,22.83,18963.81,13660.27,5303.54
458.96,23.25,22948.04,15669.78,7278.26
300.37,16.10,15018.71,9835.48,5183.23
290.78,20.18,14538.94,10869.30,3669.64
359.57,19.20,17978.26,11903.87,6074.39
202.94,15.00,10147.25,8044.17,2103.07
309.61,17.11,15480.71,10297.72,5182.99
309.47,21.55,15473.70,11669.12,3804.57
184.60,24.04,9230.20,9437.59,-207.38
282.86,21.81,14143.13,11167.92,2975.21
391.66,20.65,19583.08,13086.74,6496.34
392.73,19.96,19636.30,12837.76,6798.54
189.10,23.37,9455.06,9418.41,36.65
185.19,24.30,9259.60,9499.51,-239.91
244.97,18.83,12248.39,9611.84,2636.55
399.91,16.00,19995.32,11398.51,8596.81
201.55,15.80,10077.45,8185.21,1892.25
350.33,22.64,17516.64,12932.85,4583.79
189.96,19.91,9498.12,8781.37,716.75
326.37,20.37,16318.27,11646.92,4671.35
268.78,16.42,13438.81,9412.95,4025.85
370.05,18.49,18502.52,11843.57,6658.95
236.73,19.41,11836.53,9594.71,2241.81
330.11,20.42,16505.32,11739.34,4765.97
237.31,19.20,11865.60,9557.06,2308.54
348.65,17.93,17432.44,11249.65,6182.79
399.47,18.43,19973.63,12362.63,7611.00
200.72,22.42,10035.91,9499.43,536.48
396.69,20.49,19834.65,13128.07,6706.58
319.68,21.22,15984.18,11785.07,4199.12
200.84,18.20,10042.03,8655.75,1386.28
284.94,15.00,14247.07,9274.12,4972.95
213.44,18.95,10672.04,9045.51,1626.53
345.17,18.27,17258.53,11305.18,5953.34
361.11,20.70,18055.48,12474.25,5581.22
192.00,25.00,9599.92,9799.96,-200.04
301.23,21.39,15061.59,11443.45,3618.14
378.22,25.00,18911.08,14455.54,4455.54
428.54,21.14,21426.85,14058.22,7368.63
302.72,18.74,15136.10,10673.08,4463.02
436.93,20.70,21846.56,14042.66,7803.91
307.27,23.56,15363.50,12239.67,3123.82
277.58,23.66,13879.08,11567.34,2311.74
389.80,18.85,19490.07,12347.49,7142.57
298.59,20.51,14929.58,11123.03,3806.55
294.30,17.14,14714.96,10044.72,4670.24
298.05,21.65,14902.65,11452.65,3450.00
389.29,23.11,19464.39,13995.16,5469.23
384.05,20.08,19202.44,12711.55,6490.89
279.67,18.67,13983.54,10220.12,3763.42
263.29,20.72,13164.56,10455.46,2709.09
298.38,20.83,14918.95,11216.70,3702.25
315.13,20.16,15756.33,11353.67,4402.65
238.08,20.36,11904.16,9846.76,2057.40
371.61,19.65,18580.58,12303.05,6277.53
297.28,21.99,14863.90,11537.71,3326.19
263.47,21.47,13173.68,10657.43,2516.26
192.44,18.03,9622.14,8470.47,1151.67
238.23,17.98,11911.51,9283.10,2628.42
436.30,19.49,21815.07,13504.06,8311.01
256.23,21.47,12811.53,10502.21,2309.32
216.23,20.30,10811.36,9388.57,1422.79
291.97,18.71,14598.67,10463.90,4134.77
256.74,20.52,12836.93,10269.06,2567.88
153.04,19.34,7651.76,7959.45,-307.69
260.78,21.76,13039.22,10674.92,2364.30
309.03,20.67,15451.27,11386.35,4064.91
310.62,19.37,15531.23,11016.63,4514.61
268.89,20.46,13444.63,10502.36,2942.27
289.17,22.63,14458.36,11543.88,2914.48
447.48,18.86,22373.90,13439.77,8934.13
273.75,20.81,13687.33,10695.38,2991.95
243.73,19.86,12186.47,9840.24,2346.23
239.56,20.85,11978.07,9995.80,1982.26
291.37,18.69,14568.33,10445.89,4122.43
361.30,20.22,18064.87,12305.68,5759.20
228.37,22.22,11418.54,10073.40,1345.13
347.50,18.13,17374.99,11298.78,6076.21
141.13,17.34,7056.69,7447.43,-390.74
283.07,17.42,14153.50,9930.26,4223.25
366.09,17.66,18304.70,11464.74,6839.97
264.62,21.19,13230.83,10607.40,2623.43
313.18,17.19,15659.09,10383.06,5276.03
228.06,19.40,11402.80,9425.25,1977.55
356.33,21.24,17816.62,12567.28,5249.34
164.67,20.83,8233.55,8430.64,-197.10
391.39,19.23,19569.39,12525.95,7043.44
225.92,20.38,11295.97,9604.66,1691.32
399.76,20.21,19987.98,13080.85,6907.12
267.94,19.55,13396.78,10238.55,3158.23
351.05,19.58,17552.63,11873.02,5679.61
259.81,24.47,12990.31,11357.68,1632.63
413.24,21.62,20662.07,13933.71,6728.36
200.65,24.96,10032.64,10008.55,24.08
219.51,19.01,10975.28,9171.94,1803.34
298.60,19.83,14930.06,10921.28,4008.78
180.96,17.34,9048.17,8137.14,911.03
225.21,18.38,11260.67,9139.62,2121.06
432.93,23.80,21646.39,15305.34,6341.05
456.63,18.96,22831.57,13655.88,9175.70
273.50,23.84,13674.78,11519.74,2155.04
421.66,17.51,21083.01,12384.65,8698.36
309.18,17.89,15458.77,10532.09,4926.68
246.90,19.32,12344.96,9769.49,2575.48
345.70,19.87,17285.06,11869.95,5415.11
334.81,21.85,16740.48,12314.31,4426.17
470.50,20.90,23525.23,14834.27,8690.96
245.62,19.17,12280.76,9707.80,2572.96
338.03,19.73,16901.35,11670.41,5230.94
164.51,19.36,8225.64,8185.28,40.36
195.35,18.17,9767.52,8549.65,1217.87
117.71,18.22,5885.25,7145.07,-1259.81
493.43,22.06,24671.57,15883.01,8788.56
374.23,16.34,18711.50,11116.29,7595.21
369.38,23.23,18468.89,13582.39,4886.50
301.95,19.31,15097.74,10831.96,4265.78
254.94,18.45,12746.83,9704.85,3041.98
210.01,21.48,10500.26,9510.81,989.45
250.91,22.97,12545.53,10763.52,1782.00
273.43,22.24,13671.46,11079.77,2591.69
360.37,21.00,18018.74,12569.21,5449.53
308.10,22.17,15404.81,11831.64,3573.17
178.73,16.57,8936.59,7961.05,975.54
137.98,18.96,6898.89,7615.56,-716.66
190.48,18.18,9523.98,8462.48,1061.51
281.22,22.45,14060.89,11313.14,2747.75
426.89,19.23,21344.67,13210.46,8134.21
329.68,21.69,16484.16,12151.10,4333.06
374.09,21.07,18704.38,12882.67,5821.71
293.16,18.28,14657.89,10357.57,4300.32
270.10,18.83,13504.89,10084.89,3420.01
193.12,22.59,9656.19,9362.21,293.98
400.37,18.45,20018.70,12386.51,7632.18
368.29,20.25,18414.56,12457.80,5956.76
215.97,18.43,10798.59,8981.42,1817.17
302.47,19.37,15123.37,10859.43,4263.94
297.46,19.91,14872.94,10921.71,3951.23
326.82,18.43,16340.80,11024.61,5316.19
434.39,18.08,21719.36,12853.33,8866.03
316.65,20.57,15832.36,11514.24,4318.12
308.21,18.31,15410.60,10643.52,4767.08
163.45,18.38,8172.47,8003.99,168.49
170.94,18.12,8547.04,8097.77,449.27
222.42,19.84,11121.22,9413.83,1707.39
